Configuração,Duração Configurada,Duração Real,Veículos Criados,Veículos Finalizados,Taxa Conclusão (%),Tempo Médio Viagem,Tempo Médio Espera,Eficiência Média (%),Índice Congestionamento (%),Fluxo Médio Veículos,Tamanho Médio Caminho
Duração 50,50,50,7,0,0.0,47.0,107.85714285714286,83.17837882288389,16.535260621988613,169.11111111111111,74.28571428571429
